Church,Cath. Dir.,street address,City,state/zipcode,Diocese,URL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,PDF,Bulletin
Holy Spirit School,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74831,School is Closed effective June 2010,Pittsburgh,PA 15209 US,Diocese of Pittsburgh,https://triblive.com/x/pittsburghtrib/news/s_677090.html,,,,,,,,,N,N
Holy Wisdom Parish North Side,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54390,1025 Haslage Ave,Pittsburgh,PA 15212-3429 US,Diocese of Pittsburgh,http://www.holywisdomparish.org,,,,,,,,,N,N
Immaculate Conception-St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54422,4712 Liberty Avenue,Pittsburgh,PA 15224 US,Diocese of Pittsburgh,https://diopitt.org/immaculate-conception-saint-joseph,,,,,,,,,N,N
Immaculate Heart of Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54408,3058 Brereton Street,Pittsburgh,PA 15219 US,Diocese of Pittsburgh,http://www.immaculateheartpolishhill.com/,,,,,,,,,N,N
Incarnation of The Lord Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54398,4071 Franklin Ave,Pittsburgh,PA 15214 US,Diocese of Pittsburgh,https://www.parishesonline.com/find/incarnation-of-the-lord-church,,,,,,,,,N,N
St. Catherine of Sienna Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55191,200 Church St,Moscow,PA 18444 US,Diocese of Scranton,http://www.northpoconocatholic.com,,,,,,,,,Y,N
St. Juliana,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189749,612 Hudson Street,Rock Lake,PA 18453 US,Diocese of Scranton,https://discovermass.com/church/st-juliana-rock-lake-pa/,,,,,,,,,N,N
Our Lady of the Immaculate Conception at St. Ann's Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55130,898 Center St,Freeland,PA 18224 US,Diocese of Scranton,http://www.ourladyfreeland.org,,,,,,,,,N,N
St. Casimir-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189672,324 Ridge Street,Freeland,PA 18224-2022 US,None,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189672,,,,,,,,,N,N
St. John Nepomucene-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189673,420 Vine Street,Freeland,PA 18224-1831 US,None,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189673,,,,,,,,,N,N
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55129,643 Fern St,Freeland,PA 18224 US,Byzantine Catholic Eparchy of Passaic,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55129,,,,,,,,,N,N
St. Cyril of Alexandria,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55420,153 Penn Blvd,East Lnsdowne,PA 19050 US,Archeparchy of Philadelphia,http://www.saintcyril.org,,,,,,,,,N,N
Blessed Sacrament Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55328,213 E Main St,Wilkes Barre,PA 18705 US,Diocese of Scranton,https://wnep.com/2014/03/19/saying-goodbye-to-blessed-sacrament-church/,,,,,,,,,N,N
Exaltation of The Holy Cross Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55299,420 Main Road,Buttonwood,Wilkes Barre,PA 18702 US,Diocese of Scranton,,,,,,,,,N,N
Holy Rosary Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55309,363 Park Ave,Wilkes Barre,PA 18702 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55309,,,,,,,,,N,N
Holy Savior Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55301,54 Hillard St,Wilkes Barre,PA 18702 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55301,,,,,,,,,N,N
u'King\xe2\x80\x99s College,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=71063,133 North River Street,Wilkes Barre,PA 18711 US,None,http://www.kings.edu,,,,,,,,,N,N
Our Lady Of Hope,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55302,40 Park Ave,Wilkes Barre,PA 18702 US,Diocese of Scranton,http://www.ourladyofhope.us/,,,,,,,,,N,N
Sacred Heart - St. John's Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55325,601 N Main St,Wilkes Barre,PA 18705 US,Diocese of Scranton,http://www.shsjparish.com,,,,,,,,,N,N
Sacred Heart Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54572,601 N. Main Street,Wilkes Barre,PA 15696 US,Diocese of Greensburg,https://www.theweekender.com/insidestories/22134/former-sacred-heart-of-jesus-church-in-wilkes-barre-opens-as-art-gallery,,,,,,,,,N,N
SS Peter and Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55297,635 N River Street,Wilkes Barre,PA 18701 US,Archeparchy of Philadelphia,http://sspeterandpaulplains.com/,,,,,,,,,N,N
St. Aloysius Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55304,143 W Division St,Wilkes Barre,PA 18702 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55304,,,,,,,,,N,N
St. Anthony Maronite Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55311,253 Dana Street,Wilkes Barre,PA 18702 US,Eparchy of Saint Maron,http://www.stanthonystgeorge.org,,,,,,,,,N,N
St. Boniface Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55306,225 Blackman St,Wilkes Barre,PA 18702 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55306,,,,,,,,,N,N
St. Casimir-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189782,301 Delaney Street,Wilkes Barre,PA 18706-1303 US,None,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189782,,,,,,,,,N,N
St. Dominic Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55329,155 Austin Ave,Wilkes Barre,PA 18705 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55329,,,,,,,,,N,N
St. George Maronite Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55310,79 Loomis Street,Wilkes Barre,PA 18702 US,Eparchy of Saint Maron,http://www.stanthonystgeorge.org,,,,,,,,,N,N
St. John the Baptist-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189784,526 Church Street,Wilkes Barre,PA 18702 US,None,http://www.thetimes-tribune.com/news/st-john-s-holds-final-mass-today-1.362909,,,,,,,,,N,N
St. Mary of the Immaculate Conception,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55308,134 S. Washington Street,Wilkes Barre,PA 78703 US,Diocese of Scranton,http://olfstmarys.4lpi.com/,,,,,,,,,N,N
u'St. Mary of the Immaculate Conception \xe2\x80\x93 Our Lady of Fatima Parish-CLOSED,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55312,134 S. Washington St.,Wilkes Barre,PA 18701 US,Diocese of Scranton,http://www.olfstmarys.weconnect.com,,,,,,,,,N,N
St. Mary's Byzantine Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55330,695 North Main Street,Wilkes Barre,PA 18705 US,Byzantine Catholic Eparchy of Passaic,http://www.stmarywb.com,,,,,,,,,Y,1
St. Nicholas Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55296,226 S Washington St,Wilkes Barre,PA 18701 US,Diocese of Scranton,http://www.stnicholasrc.org,,,,,,,,,N,N
Our Lady of The Valley Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54275,1 Park Manor Road,Donora,PA 15033 US,Diocese of Pittsburgh,https://www.parishesonline.com/find/our-lady-of-the-valley-church-15033,,,,,,,,,N,N
St. Michael Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54274,511 Murray Ave,Donora,PA 15033 US,Archeparchy of Pittsburgh,http://www.stmichaelvt.com/,,,,,,,,,N,N
Church of The Resurrection Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54359,455 Center Road,Monroeville,PA 15146 US,Archeparchy of Pittsburgh,http://www.archpitt.org/place/church-of-the-resurrection-byzantine-catholic/,,,,,,,,,N,N
North American Martyrs Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54361,2526 Haymaker Rd,Monroeville,PA 15146 US,Diocese of Pittsburgh,http://www.namcatholicchurch.org,,,,,,,,,N,1
St. Bernadette Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54360,245 Azalea Drive,Monroeville,PA 15146 US,Diocese of Pittsburgh,http://www.stbrnadet.org/,,,,,,,,,N,N
Our Lady of The Lake Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55164,SUllivan Road,Pocono Pines,PA 18350 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55164,,,,,,,,,N,N
St. James The Greater Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54522,109 Owens View Rd,Apollo,PA 15613 US,Diocese of Greensburg,http://www.stjamesapollo.org/,,,,,,,,,N,1
Assumption Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55091,633 W Washington St,Slatington,PA 18080 US,Diocese of Allentown,http://abvmslat.weconnect.com/,,,,,,,,,N,N
Good Samaritan Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54253,725 Glenwood Ave,Ambridge,PA 15003 US,Diocese of Pittsburgh,http://www.goodsam1.org,,,,,,,,,N,N
SS Peter And Paul,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=75690,404 6th Street,Ambridge,PA 15003 US,Archeparchy of Pittsburgh,http://www.sspeter-paul.org/home1.htm,,,,,,,,,N,N
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54252,624 Park Road,Ambridge,PA 15003 US,Archeparchy of Pittsburgh,http://www.archpitt.org/place/ambridgepa-2/,,,,,,,,,N,N
Good Shepherd Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54316,1024 Maple Way,Braddock,PA 15104 US,Diocese of Pittsburgh,http://www.goodshepherdbraddock.org/,,,,,,,,,N,1
SS Peter and Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54315,431 George Street,Braddock,PA 15104 US,Diocese of Pittsburgh,https://www.archpitt.org/place/braddockpa-2/,,,,,,,,,N,N
Immaculate Heart of Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54914,6084 W Canal Road,Abbottstown,PA 17301 US,Diocese of Harrisburg,http://www.ihmparadise.org,,,,,,,,,N,N
St. Brigid Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55339,17 Cottage Street,Friendsville,PA 18818 US,Diocese of Scranton,http://www.ourparishcommunity.com,,,,,,,,,N,N
Immaculate Conception of The Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54925,106 Carlisle Street,New Oxford,PA 17350 US,Diocese of Harrisburg,https://icbvmnewoxford.org/,,,,,,,,,N,2
St. Rita Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55180,512 Main Street,Gouldsboro,PA 18424 US,Diocese of Scranton,http://www.stritaspa.org,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55663,3640 Schuylkill Rd.,Spring City,PA 19475 US,Archdiocese of Philadelphia,http://www.stjosephspringcity.com/,,,,,,,,,N,N
St. Ignatius Loyola Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54926,1095 Church Rd.,Orrtanna,PA 17353 US,Diocese of Harrisburg,http://www.saintignatiusmission.org,,,,,,,,,N,N
Holy Ghost Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55383,3015 W Third St,Chester,PA 19013 US,Archeparchy of Philadelphia,http://www.holyghostparish.org/,,,,,,,,,N,N
St. Hedwig Chapel,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189647,4th. and Hayes Streets,Chester,PA 19013 US,Archeparchy of Philadelphia,http://stkatharinedrexelparish.org/,,,,,,,,,N,1
St. Katherine Drexel Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55384,20th St and Providence Ave,Chester,PA 19013 US,Archdiocese of Philadelphia,http://stkatharinedrexelparish.org,,,,,,,,,N,1
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54650,Stewart Street,Beaverdale,PA 15921 US,Archeparchy of Pittsburgh,https://www.parishesonline.com/find/st-mary-byzantine-catholic-church-15921,,,,,,,,,N,N
St. Anthony of Padua Mission- Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189713,889 Main Street,Newfoundland,PA 18445 US,St. Rita Parish,http://www.stritaspa.org,,,,,,,,,N,N
St. Nicholas Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54480,302 Third Ave,Brownsville,PA 15417 US,Diocese of Pittsburgh,http://www.archpitt.org/place/brownsvillepa/,,,,,,,,,N,N
St. Peter Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54478,118 Church Street,Brownsville,PA 15417 US,Diocese of Greensburg,http://www.stpeterstcecilia.org/,,,,,,,,,N,1
St. Peter Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54479,304 Shaffner Ave,Brownsville,PA 15417 US,Diocese of Greensburg,http://www.stpeterstcecilia.org/,,,,,,,,,N,1
Knights of Columbus Flaherty Council 3128,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=214345,235 Limkilm Pike,Glenside,PA 19038 US,Archdiocese of Philadelphia,https://www.mapquest.com/us/pennsylvania/knights-of-columbus-flaherty-council-3128-2269239,,,,,,,,,N,N
St. Luke The Evangelist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55413,S W Cor of Easton Rd and Fairhill Ave,Glenside,PA 19038 US,Archdiocese of Philadelphia,http://www.stlukerc.org,,,,,,,,,N,N
St. Joseph Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55203,Church St,White Mills,PA 18473 US,Diocese of Scranton,https://catholicchurch.directory/mass-times/pa_white-mills_st-joseph-parish-closed,,,,,,,,,N,N
Our Lady Help of Christians Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55294'," ""3529 Saint Mary's Road""",Wapwallopen,PA 18660 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55294,,,,,,,,,N,N
Christ The Light of The World Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54325,32 S First St,Duquesne,PA 15110 US,Diocese of Pittsburgh,http://www.christthelightoftheworld.org/,,,,,,,,,N,1
SS Peter and Paul Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54326,701 Foster Ave,Duquesne,PA 15110 US,Diocese of Pittsburgh,http://www.archpitt.org/place/duquesne-pa-saints-peter-and-paul-byzantine-catholic-church/,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54324,817 W Grant Ave,Duquesne,PA 15110 US,Diocese of Pittsburgh,https://christthelightoftheworld.org/,,,,,,,,,N,1
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54327,1209 Kennedy Ave,Duquesne,PA 15110 US,Diocese of Pittsburgh,http://www.christthelightoftheworld.org,,,,,,,,,N,1
Our Lady of Hope Roman Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54975,863 W. Chestnut Street,Coal Township,PA 17866 US,Diocese of Harrisburg,http://Ladyof Hope.com,,,,,,,,,N,N
Holy Cross Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55018,99 Valley St,New Philadelphia,PA 17959 US,Diocese of Allentown,https://www.theholycrosschurch.com/,,,,,,,,,N,N
St. Lawrence Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55341,380 Franklin Street,Great Bend,PA 18821 US,Diocese of Scranton,http://www.saintslawrencemartinjohn.com,,,,,,,,,Y,N
Assumption Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54747,210 Emerald St,Oil City,PA 16301 US,Diocese of Erie,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54747,,,,,,,,,N,N
Our Lady Help of Christians Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54748,564 Colbert Ave.,Oil City,PA 16301 US,Diocese of Erie,https://www.parishesonline.com/find/our-lady-help-of-christians-16301,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54749,35 Pearl Avenue,Oil City,PA 16301 US,Diocese of Erie,https://oilcitycatholic.com/,,,,,,,,,N,N
St. Stephen Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=911,210 Reed St.,Oil City,PA 16301-2702 US,Diocese of Erie,http://www.saint-stephens.org,,,,,,,,,N,N
Sacred Heart Mission,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189674,111 Germania St.,Genesee,PA 16922 US,None,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189674,,,,,,,,,N,N
Our Lady Help of Christians,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54884,732 E Main St,Lykens,PA 17048 US,Diocese of Harrisburg,https://www.hbgdiocese.org/parishes/our-lady-help-of-christians-lykens/,,,,,,,,,N,N
St. Basil The Great Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55640,Kimberton Rd at Rt,113,Kimberton,PA 19442 US,Archeparchy of Philadelphia,,,,,,,,,N,N
